city_code,cluster_code,province_code,volume,lat,long
1011,1011,149,217555.0,35.881989,52.16975
1013,1013,289,20.0,37.102367,58.510872
1053,1053,149,557689.0,36.721233,51.115971
1054,1054,289,48791.0,37.444752,59.105713
1120,1120,987,25154.0,35.691353,50.840694
1156,1156,149,2.0,36.516186,52.574413
1173,1120,987,8126.0,35.814018,52.513824
1177,1011,149,68945.0,36.237915,53.539406
1183,1183,987,26145041.0,35.702908,51.349758
1209,1209,289,1564.0,36.482105,59.159492
1224,1224,987,22213.0,35.4832,51.079914
1239,1239,929,9702.0,35.95195,50.604534
1265,1265,987,12712.0,35.603191,51.438709
1297,1297,424,1393.0,33.054802,51.081459
1299,1299,424,452619.0,32.37582,51.191242
1307,1307,149,14979.0,37.06598,50.394095
1317,1317,754,28907.0,37.033165,50.337051
1370,1370,929,57.0,35.984295,50.741203
1371,1371,289,15967.0,35.278458,59.21302
1402,1402,289,1084.0,35.476524,58.461693
1460,1460,424,22576.0,33.527657,52.217327
1494,1156,149,2.0,36.428494,53.135076
1496,1307,149,182377.0,36.691429,51.262627
1524,1524,490,2858.0,25.883463,55.029854
1553,1156,149,2.0,36.581875,52.814819
1572,1572,289,14173.0,35.6892,51.389
1629,1629,424,2.0,32.64008,51.500107
1638,1638,149,2592225.0,36.573074,52.015881
1668,1297,424,2313.0,31.93313,51.654179
1675,1675,149,1009.0,36.642227,53.203712
1751,1629,424,2.0,32.393505,51.33535
1782,1460,424,15047.0,33.677097,55.007885
1859,1859,424,3549.0,32.486511,51.778912
1895,1895,424,52786.0,33.504681,51.919071
1916,1224,987,13899.0,35.556149,52.162872
1931,1629,424,2.0,32.302784,52.205208
1960,1317,754,19862.0,38.309269,48.863491
1986,1460,424,14002.0,33.356579,52.378185
1996,1317,754,4676.0,37.159901,50.216652
2028,1011,149,43467.0,36.364048,52.735851
2099,2099,490,12811825.0,26.533424,53.973846
2101,2101,754,1068000.0,37.156036,48.98938
2108,2108,289,2.0,36.708546,57.408157
2126,1629,424,2.0,32.804607,51.618828
2136,2136,490,2.0,27.217744,53.036396
2154,1297,424,4196.0,33.447861,52.486664
2168,1297,424,6551.0,32.556114,51.573631
2195,2195,149,662758.0,36.477455,52.355835
2302,1629,424,2.0,31.061466,51.593582
2335,1859,424,355.0,32.626247,51.477116
2337,2337,490,15360.0,26.780315,56.065002
2363,1011,149,16273.0,36.701763,53.639572
2406,1265,987,603.0,35.490189,51.141045
2423,1859,424,4707.0,32.489532,51.407368
2424,2108,289,2.0,36.548656,61.148602
2451,2451,987,2.0,35.210861,51.673183
2483,2483,490,484139.0,26.964176,56.066223
2575,2108,289,2.0,36.351257,56.87804
2587,2587,754,366170.0,37.195675,50.147427
2642,2642,490,285598.0,27.203939,53.042725
2668,2668,424,36.0,33.419891,51.183338
2670,2670,424,59695.0,33.97245,51.148911
2692,2692,754,981748.0,38.38718,48.869247
2728,1524,490,29125.0,26.807442,53.374735
2730,2730,929,1337.0,35.72459,50.361477
2751,1317,754,26121.0,36.741299,49.418541
2778,2778,754,2533233.0,37.202393,50.010818
2852,1317,754,26215.0,37.937489,48.916237
2854,1317,754,15071.0,37.089626,49.421825
2894,1156,149,2.0,36.598782,52.662739
2908,2451,987,2.0,35.415794,51.586674
2949,2949,987,2514951.0,35.633015,51.059704
2951,2108,289,2.0,35.959579,57.770226
2969,1224,987,135138.0,35.742348,51.821407
2992,2992,149,151.0,36.635235,52.626736
3042,1895,424,85110.0,33.450951,50.283363
3109,2108,289,2.0,35.585835,58.878971
3124,3124,754,207792.0,37.382153,49.651844
